"","ANONID","SUBJECT","CATALOG_NBR","GRD_PTS_PER_UNIT","GPAO","DIV","ANON_INSTR_ID","TERM"
"5738",122872,"BIOLOGY",118,3,3.256603774,"S",2074,89
"5739",122881,"BIOLOGY",118,3,3.267619048,"S",3604,74
"5740",122887,"BIOLOGY",118,2,2.491358025,"S",1680,115
"5741",122938,"BIOLOGY",118,3,2.962962963,"S",1680,111
"5742",123009,"BIOLOGY",118,3.7,3.356179775,"S",2074,107
"5743",123014,"BIOLOGY",118,2,2.725882353,"S",2074,79
"5744",123028,"BIOLOGY",118,4,3.892,"S",1680,111
"5745",123030,"BIOLOGY",118,4,3.794936709,"S",1680,131
"5746",123040,"BIOLOGY",118,3.7,3.396610169,"S",2074,84
"5747",123150,"BIOLOGY",118,3,3.403333333,"S",3604,69
"5748",123173,"BIOLOGY",118,3.7,3.608695652,"S",2074,107
"5749",123178,"BIOLOGY",118,3.7,3.307692308,"S",2074,103
"5750",123231,"BIOLOGY",118,3,2.872727273,"S",1680,123
"5751",123254,"BIOLOGY",118,4,3.765789474,"S",1680,131
"5752",123277,"BIOLOGY",118,4,3.825,"S",1680,119
"5753",123306,"BIOLOGY",118,3.3,3.2,"S",1680,123
"5754",123332,"BIOLOGY",118,2.7,3.168,"S",2074,103
"5755",123336,"BIOLOGY",118,3.3,3.556521739,"S",2074,103
"5756",123413,"BIOLOGY",118,3.7,3.25,"S",1680,115
"5757",123425,"BIOLOGY",118,3.7,3.021428571,"S",1680,131
"5758",123478,"BIOLOGY",118,3,3.25,"S",2074,84
"5759",123516,"BIOLOGY",118,0,2.858823529,"S",2074,107
"5760",123541,"BIOLOGY",118,2.7,2.782758621,"S",2074,84
"5761",123562,"BIOLOGY",118,3.3,2.42625,"S",512,94
"5762",123605,"BIOLOGY",118,4,3.763333333,"S",1680,127
"5763",123635,"BIOLOGY",118,4,3.529113924,"S",1680,127
"5764",123645,"BIOLOGY",118,2.7,3.359259259,"S",1680,123
"5765",123679,"BIOLOGY",118,1.3,2.469387755,"S",2074,103
"5766",123686,"BIOLOGY",118,3,3.188607595,"S",2074,103
"5767",123692,"BIOLOGY",118,1.3,2.434210526,"S",1680,131
"5768",123746,"BIOLOGY",118,3.7,3.648333333,"S",2074,99
"5769",123799,"BIOLOGY",118,4,3.454545455,"S",1680,131
"5770",123918,"BIOLOGY",118,4,3.787272727,"S",2074,99
"5771",123927,"BIOLOGY",118,2,3.202678571,"S",1680,115
"5772",123981,"BIOLOGY",118,3,2.946153846,"S",1680,119
"5773",123999,"BIOLOGY",118,4,3.7312,"S",2074,107
"5774",124045,"BIOLOGY",118,2.7,3.01369863,"S",512,94
"5775",124182,"BIOLOGY",118,4,3.726785714,"S",1680,119
"5776",124212,"BIOLOGY",118,3,3.2375,"S",1680,119
"5777",124228,"BIOLOGY",118,2,2.74122807,"S",1680,115
"5778",124235,"BIOLOGY",118,3.7,3.433333333,"S",2074,103
"5779",124246,"BIOLOGY",118,3,2.748275862,"S",1680,111
"5780",124273,"BIOLOGY",118,4,3.590909091,"S",1680,119
"5781",124285,"BIOLOGY",118,4,3.935714286,"S",1680,123
"5782",124294,"BIOLOGY",118,3.3,3.458139535,"S",2074,84
"5783",124303,"BIOLOGY",118,3,3.264220183,"S",2074,89
"5784",124330,"BIOLOGY",118,4,3.741584158,"S",1680,115
"5785",124396,"BIOLOGY",118,3.7,3.365384615,"S",3604,69
"5786",124416,"BIOLOGY",118,3.7,3.730909091,"S",1680,123
"5787",124431,"BIOLOGY",118,2.3,2.738947368,"S",1680,119
"5788",124436,"BIOLOGY",118,3.3,2.831818182,"S",1680,115
"5789",124460,"BIOLOGY",118,0,2.792307692,"S",1680,115
"5790",124493,"BIOLOGY",118,3.7,3.111827957,"S",2074,89
"5791",124591,"BIOLOGY",118,3,2.981651376,"S",1680,119
"5792",124612,"BIOLOGY",118,3.3,3.541758242,"S",2074,79
"5793",124660,"BIOLOGY",118,3,2.702985075,"S",2074,107
"5794",124665,"BIOLOGY",118,3.7,3.834653465,"S",2074,107
"5795",124700,"BIOLOGY",118,3.7,3.401754386,"S",2074,84
"5796",124707,"BIOLOGY",118,3,3.183333333,"S",3604,74
"5797",124755,"BIOLOGY",118,4,3.790740741,"S",1680,111
"5798",124769,"BIOLOGY",118,2.7,2.814285714,"S",1680,111
"5799",124798,"BIOLOGY",118,3.7,3.175257732,"S",1680,119
"5800",124845,"BIOLOGY",118,3.3,3.477777778,"S",3604,74
"5801",124861,"BIOLOGY",118,4,3.612195122,"S",1680,115
"5802",124967,"BIOLOGY",118,3,3.129411765,"S",3604,69
"5803",124969,"BIOLOGY",118,0,2.417346939,"S",2074,99
"5804",124970,"BIOLOGY",118,4,3.570689655,"S",3604,69
"5805",124980,"BIOLOGY",118,3,2.787755102,"S",2074,79
"5806",125028,"BIOLOGY",118,2.3,2.630909091,"S",1680,119
"5807",125040,"BIOLOGY",118,3.7,3.515384615,"S",512,94
"5808",125049,"BIOLOGY",118,3.7,3.753846154,"S",2074,107
"5809",125111,"BIOLOGY",118,4,3.512658228,"S",1680,115
"5810",125132,"BIOLOGY",118,3,3.298837209,"S",1680,115
"5811",125206,"BIOLOGY",118,4,3.259195402,"S",2074,99
"5812",125214,"BIOLOGY",118,3.7,3.702727273,"S",2074,135
"5813",125297,"BIOLOGY",118,3,2.916666667,"S",2074,103
"5814",125503,"BIOLOGY",118,2,3.052,"S",512,94
"5815",125593,"BIOLOGY",118,4.4,4,"S",1680,131
"5816",125605,"BIOLOGY",118,2.7,3.047058824,"S",2074,79
"5817",125608,"BIOLOGY",118,1.7,3.119230769,"S",1680,111
"5818",125621,"BIOLOGY",118,3.3,3.190196078,"S",2074,84
"5819",125654,"BIOLOGY",118,4,3.595412844,"S",512,94
"5820",125655,"BIOLOGY",118,3.7,3.05047619,"S",2074,135
"5821",125666,"BIOLOGY",118,2,2.301754386,"S",2074,103
"5822",125734,"BIOLOGY",118,3.3,3.625,"S",512,94
"5823",125770,"BIOLOGY",118,4,3.731481481,"S",2074,135
"5824",125783,"BIOLOGY",118,4,3.592307692,"S",1680,123
"5825",125785,"BIOLOGY",118,3.7,2.65,"S",1680,115
"5826",125786,"BIOLOGY",118,4,3.86,"S",2074,99
"5827",125824,"BIOLOGY",118,3.3,3.51509434,"S",1680,115
"5828",125831,"BIOLOGY",118,0.7,2.569230769,"S",2074,89
"5829",125869,"BIOLOGY",118,4,3.586206897,"S",1680,119
"5830",125875,"BIOLOGY",118,4,3.279268293,"S",1680,131
"5831",125882,"BIOLOGY",118,4,3.788888889,"S",2074,79
"5832",125929,"BIOLOGY",118,4,3.7,"S",1680,115
"5833",126012,"BIOLOGY",118,4,3.45,"S",1680,115
"5834",126129,"BIOLOGY",118,3,2.765714286,"S",1680,127
"5835",126155,"BIOLOGY",118,2.3,3.196226415,"S",2074,84
"5836",126169,"BIOLOGY",118,4,3.445348837,"S",2074,107
"5837",126214,"BIOLOGY",118,4,2.938961039,"S",2074,103
"5838",126218,"BIOLOGY",118,3.7,3.307142857,"S",1680,115
"5839",126236,"BIOLOGY",118,3.7,3.398305085,"S",2074,135
"5840",126271,"BIOLOGY",118,3.7,3.52,"S",1680,131
"5841",126299,"BIOLOGY",118,4,3.393693694,"S",1680,111
"5842",126321,"BIOLOGY",118,2,2.485714286,"S",1680,127
"5843",126326,"BIOLOGY",118,3.3,3.069811321,"S",512,94
"5844",126362,"BIOLOGY",118,3,2.740740741,"S",2074,99
"5845",126392,"BIOLOGY",118,3.3,3.281730769,"S",2074,107
"5846",126398,"BIOLOGY",118,3,3.112,"S",2074,107
"5847",126422,"BIOLOGY",118,2.3,2.68,"S",2074,103
"5848",126423,"BIOLOGY",118,4,3.846534653,"S",1680,115
"5849",126426,"BIOLOGY",118,3,2.326923077,"S",2074,89
"5850",126428,"BIOLOGY",118,4,3.188372093,"S",2074,99
"5851",126465,"BIOLOGY",118,0,2.392063492,"S",2074,107
"5852",126472,"BIOLOGY",118,2.3,2.325217391,"S",3604,69
"5853",126531,"BIOLOGY",118,4,3.553846154,"S",3604,69
"5854",126541,"BIOLOGY",118,1.3,2.461797753,"S",1680,111
"5855",126646,"BIOLOGY",118,3.3,2.571641791,"S",2074,99
"5856",126660,"BIOLOGY",118,4,3.62625,"S",2074,79
"5857",126679,"BIOLOGY",118,3.3,2.970967742,"S",2074,79
"5858",126763,"BIOLOGY",118,2.7,3.26,"S",2074,84
"5859",126770,"BIOLOGY",118,3.3,3.533333333,"S",2074,84
"5860",126773,"BIOLOGY",118,3.7,3.138461538,"S",2074,99
"5861",126776,"BIOLOGY",118,4,3.207692308,"S",1680,115
"5862",126849,"BIOLOGY",118,2,2.870909091,"S",2074,107
"5863",126892,"BIOLOGY",118,2,1.740625,"S",2074,135
"5864",126898,"BIOLOGY",118,1.7,2.243820225,"S",2074,79
"5865",126902,"BIOLOGY",118,3.7,3.118604651,"S",3604,69
"5866",126932,"BIOLOGY",118,3,3.333962264,"S",1680,111
"5867",126975,"BIOLOGY",118,4,3.503846154,"S",1680,127
"5868",126999,"BIOLOGY",118,1.7,3.005172414,"S",1680,111
"5869",127000,"BIOLOGY",118,2.7,3.503571429,"S",2074,89
"5870",127039,"BIOLOGY",118,4,3.796296296,"S",2074,89
"5871",127042,"BIOLOGY",118,4,3.549090909,"S",2074,89
"5872",127050,"BIOLOGY",118,3.7,3.361403509,"S",3604,69
"5873",127146,"BIOLOGY",118,4,3.978947368,"S",2074,103
"5874",127161,"BIOLOGY",118,4,4,"S",2074,107
"5875",127214,"BIOLOGY",118,3.3,3.411578947,"S",2074,84
"5876",127224,"BIOLOGY",118,1,2.746296296,"S",2074,103
"5877",127226,"BIOLOGY",118,3.7,3.180821918,"S",2074,89
"5878",127262,"BIOLOGY",118,3,2.698214286,"S",1680,111
"5879",127285,"BIOLOGY",118,2,2.579381443,"S",3604,74
"5880",127288,"BIOLOGY",118,4,3.880898876,"S",1680,131
"5881",127312,"BIOLOGY",118,1.7,2.2,"S",2074,99
"5882",127322,"BIOLOGY",118,4,3.566233766,"S",3604,74
"5883",127336,"BIOLOGY",118,3.7,3.514285714,"S",1680,111
"5884",127363,"BIOLOGY",118,3,3.05840708,"S",2074,135
"5885",127371,"BIOLOGY",118,4,3.625,"S",2074,135
"5886",127430,"BIOLOGY",118,4,3.55,"S",512,94
"5887",127495,"BIOLOGY",118,3,2.743137255,"S",3604,69
"5888",127528,"BIOLOGY",118,4,3.092592593,"S",1680,127
"5889",127612,"BIOLOGY",118,4,3.236538462,"S",1680,119
"5890",127622,"BIOLOGY",118,0,2.322580645,"S",2074,99
"5891",127622,"BIOLOGY",118,1,2.13963964,"S",1680,119
"5892",127788,"BIOLOGY",118,3,3.088392857,"S",1680,115
"5893",127817,"BIOLOGY",118,3.7,3.262068966,"S",1680,127
"5894",127822,"BIOLOGY",118,3.7,3.745918367,"S",2074,99
"5895",127855,"BIOLOGY",118,4,3.7484375,"S",2074,84
"5896",127912,"BIOLOGY",118,3.7,3.275,"S",2074,99
"5897",127917,"BIOLOGY",118,1.3,2.2,"S",1680,123
"5898",127925,"BIOLOGY",118,3.7,3.144680851,"S",3604,64
"5899",127990,"BIOLOGY",118,4,3.838461538,"S",2074,99
"5900",128026,"BIOLOGY",118,2,2.186315789,"S",1680,111
"5901",128064,"BIOLOGY",118,3,2.801098901,"S",1680,115
"5902",128091,"BIOLOGY",118,4,3.750943396,"S",2074,99
"5903",128135,"BIOLOGY",118,3,2.935443038,"S",2074,79
"5904",128140,"BIOLOGY",118,4,2.936082474,"S",1680,119
"5905",128180,"BIOLOGY",118,3,3.444318182,"S",1680,131
"5906",128255,"BIOLOGY",118,3,3.138709677,"S",1680,127
"5907",128284,"BIOLOGY",118,3.3,3.714678899,"S",2074,89
"5908",128301,"BIOLOGY",118,4,3.515384615,"S",2074,89
"5909",128315,"BIOLOGY",118,2.3,2.608695652,"S",1680,119
"5910",128331,"BIOLOGY",118,4,3.658,"S",2074,79
"5911",128350,"BIOLOGY",118,4,3.264485981,"S",3604,64
"5912",128399,"BIOLOGY",118,3.7,3.277142857,"S",1680,119
"5913",128403,"BIOLOGY",118,3,3.614285714,"S",2074,103
"5914",128430,"BIOLOGY",118,3,3.120731707,"S",2074,84
"5915",128523,"BIOLOGY",118,2.3,2.979310345,"S",3604,64
"5916",128567,"BIOLOGY",118,3.4,3.655357143,"S",2074,89
"5917",128608,"BIOLOGY",118,3.3,2.528571429,"S",1680,119
"5918",128628,"BIOLOGY",118,4,3.280952381,"S",2074,107
"5919",128635,"BIOLOGY",118,3.3,2.511764706,"S",1680,111
"5920",128685,"BIOLOGY",118,2.7,3.277777778,"S",3604,74
"5921",128714,"BIOLOGY",118,3.7,2.76025641,"S",2074,84
"5922",128716,"BIOLOGY",118,0,2.312,"S",1680,127
"5923",128723,"BIOLOGY",118,4,3.643103448,"S",2074,84
"5924",128730,"BIOLOGY",118,0.7,2.652459016,"S",2074,103
"5925",128738,"BIOLOGY",118,4,3.560240964,"S",1680,111
"5926",128799,"BIOLOGY",118,2,2.395652174,"S",1680,123
"5927",128813,"BIOLOGY",118,4,2.952380952,"S",1680,131
"5928",128830,"BIOLOGY",118,1.3,2.626415094,"S",1680,123
"5929",128855,"BIOLOGY",118,3,3.496491228,"S",1680,131
"5930",128882,"BIOLOGY",118,4,3.645762712,"S",1680,127
"5931",128991,"BIOLOGY",118,4,3.562337662,"S",2074,89
"5932",129017,"BIOLOGY",118,3.7,3.422222222,"S",1680,115
"5933",129042,"BIOLOGY",118,3,2.734177215,"S",2074,107
"5934",129085,"BIOLOGY",118,4,3.236842105,"S",2074,99
"5935",129096,"BIOLOGY",118,3,2.92962963,"S",2074,103
"5936",129206,"BIOLOGY",118,2.3,3.233802817,"S",3604,74
"5937",129235,"BIOLOGY",118,4,3.725,"S",1680,119
"5938",129256,"BIOLOGY",118,2.3,2.62183908,"S",2074,99
"5939",129279,"BIOLOGY",118,4,3.396296296,"S",2074,103
"5940",129312,"BIOLOGY",118,4,3.15,"S",2074,84
"5941",129328,"BIOLOGY",118,2.3,2.559375,"S",1680,123
"5942",129343,"BIOLOGY",118,3,3.421428571,"S",3604,69
"5943",129370,"BIOLOGY",118,4,3.488043478,"S",1680,131
"5944",129424,"BIOLOGY",118,4,3.369090909,"S",1680,127
"5945",129481,"BIOLOGY",118,4,2.959,"S",2074,89
"5946",129527,"BIOLOGY",118,4,3.577464789,"S",3604,74
"5947",129545,"BIOLOGY",118,4,3.813207547,"S",1680,127
"5948",129595,"BIOLOGY",118,3,3.492592593,"S",2074,84
"5949",129620,"BIOLOGY",118,4,3.548148148,"S",1680,131
"5950",129625,"BIOLOGY",118,1.3,3.298765432,"S",2074,103
"5951",129817,"BIOLOGY",118,3,3.311111111,"S",1680,123
"5952",129823,"BIOLOGY",118,4,3.338181818,"S",512,94
"5953",129841,"BIOLOGY",118,2,2.812359551,"S",2074,89
"5954",129860,"BIOLOGY",118,3.7,3.385714286,"S",512,94
"5955",129874,"BIOLOGY",118,4,3.708,"S",2074,84
"5956",129924,"BIOLOGY",118,0,3.655371901,"S",1680,123
"5957",129952,"BIOLOGY",118,3.7,3.298837209,"S",2074,79
"5958",129994,"BIOLOGY",118,3,3.224770642,"S",512,94
"5959",130010,"BIOLOGY",118,3,2.850980392,"S",2074,107
"5960",130013,"BIOLOGY",118,3,3.090566038,"S",2074,89
"5961",130078,"BIOLOGY",118,3.7,3.325454545,"S",1680,111
"5962",130082,"BIOLOGY",118,3.7,3.516666667,"S",2074,89
"5963",130087,"BIOLOGY",118,3.7,3.407407407,"S",1680,115
"5964",130113,"BIOLOGY",118,4,3.611538462,"S",2074,89
"5965",130122,"BIOLOGY",118,3,2.905769231,"S",1680,115
"5966",130123,"BIOLOGY",118,4,3.728571429,"S",1680,115
"5967",130142,"BIOLOGY",118,2.3,2.003703704,"S",3604,74
"5968",130163,"BIOLOGY",118,3,3.233980583,"S",2074,103
"5969",130189,"BIOLOGY",118,2,2.580909091,"S",2074,103
"5970",130200,"BIOLOGY",118,4,2.885185185,"S",2074,84
"5971",130203,"BIOLOGY",118,0,2.87,"S",2074,79
"5972",130205,"BIOLOGY",118,4,3.850847458,"S",3604,74
"5973",130210,"BIOLOGY",118,4,3.712068966,"S",3604,74
"5974",130232,"BIOLOGY",118,0,2.756626506,"S",2074,84
"5975",130244,"BIOLOGY",118,3.3,3.387272727,"S",1680,111
"5976",130343,"BIOLOGY",118,2.7,3.312,"S",2074,99
"5977",130384,"BIOLOGY",118,4,3.670886076,"S",2074,99
"5978",130494,"BIOLOGY",118,3.3,3.30862069,"S",512,94
"5979",130504,"BIOLOGY",118,4,3.516666667,"S",1680,119
"5980",130646,"BIOLOGY",118,4,3.784313725,"S",1680,119
"5981",130655,"BIOLOGY",118,4,3.807407407,"S",1680,123
"5982",130682,"BIOLOGY",118,3.7,3.408695652,"S",2074,84
"5983",130687,"BIOLOGY",118,3.7,3.555555556,"S",1680,115
"5984",130691,"BIOLOGY",118,4,3.516216216,"S",1680,119
"5985",130705,"BIOLOGY",118,3.7,3.63877551,"S",2074,79
"5986",130726,"BIOLOGY",118,4,3.015384615,"S",2074,107
"5987",130802,"BIOLOGY",118,3,2.434210526,"S",512,94
"5988",130893,"BIOLOGY",118,4,3.468269231,"S",3604,69
"5989",130903,"BIOLOGY",118,3,3.009219858,"S",2074,79
"5990",130939,"BIOLOGY",118,4,3.317391304,"S",1680,131
"5991",130995,"BIOLOGY",118,3.3,2.925,"S",2074,107
"5992",131017,"BIOLOGY",118,0,2.024050633,"S",2074,99
"5993",131021,"BIOLOGY",118,3.7,2.626086957,"S",1680,111
"5994",131078,"BIOLOGY",118,2.3,3,"S",512,94
"5995",131096,"BIOLOGY",118,4,3.627272727,"S",2074,135
"5996",131101,"BIOLOGY",118,0,2.535714286,"S",512,94
"5997",131124,"BIOLOGY",118,3.7,3.35,"S",1680,123
"5998",131132,"BIOLOGY",118,4,3.317857143,"S",3604,74
"5999",131172,"BIOLOGY",118,2.3,2.684615385,"S",3604,74
"6000",131264,"BIOLOGY",118,3.3,3.944776119,"S",1680,127
"6001",131293,"BIOLOGY",118,4,3.088333333,"S",2074,103
"6002",131371,"BIOLOGY",118,3,3.174698795,"S",2074,103
"6003",131379,"BIOLOGY",118,3.7,3.358695652,"S",2074,84
"6004",131401,"BIOLOGY",118,4,3.663636364,"S",2074,103
"6005",131437,"BIOLOGY",118,4,3.914814815,"S",2074,99
"6006",131511,"BIOLOGY",118,3,2.504166667,"S",1680,119
"6007",131529,"BIOLOGY",118,3.7,3.365555556,"S",2074,107
"6008",131535,"BIOLOGY",118,4,3.340243902,"S",3604,74
"6009",131565,"BIOLOGY",118,2.7,2.316901408,"S",512,94
"6010",131599,"BIOLOGY",118,1.3,2.866071429,"S",512,94
"6011",131624,"BIOLOGY",118,4,3.835714286,"S",1680,131
"6012",131627,"BIOLOGY",118,3,2.77625,"S",1680,115
"6013",131649,"BIOLOGY",118,2,2.566666667,"S",2074,79
"6014",131652,"BIOLOGY",118,4,3.506896552,"S",1680,131
"6015",131678,"BIOLOGY",118,4,3.3,"S",2074,107
"6016",131749,"BIOLOGY",118,3.7,2.986792453,"S",2074,99
"6017",131797,"BIOLOGY",118,2.7,3.400775194,"S",1680,131
"6018",131809,"BIOLOGY",118,2.7,3.022429907,"S",1680,119
"6019",131875,"BIOLOGY",118,0,2.498571429,"S",1680,115
"6020",131943,"BIOLOGY",118,4,3.860606061,"S",2074,99
"6021",132078,"BIOLOGY",118,3.3,3.241573034,"S",1680,119
"6022",132084,"BIOLOGY",118,4,3.103636364,"S",2074,107
"6023",132098,"BIOLOGY",118,4,3.369230769,"S",2074,99
"6024",132107,"BIOLOGY",118,3.4,3.253571429,"S",2074,84
"6025",132109,"BIOLOGY",118,3,3.296153846,"S",1680,119
"6026",132136,"BIOLOGY",118,3.7,2.873333333,"S",3604,74
"6027",132142,"BIOLOGY",118,4,3.350943396,"S",3604,74
"6028",132180,"BIOLOGY",118,3.7,2.751020408,"S",2074,99
"6029",132222,"BIOLOGY",118,4,3.889655172,"S",2074,84
"6030",132223,"BIOLOGY",118,4,3.916666667,"S",1680,127
"6031",132260,"BIOLOGY",118,2.3,3.238709677,"S",1680,115
"6032",132317,"BIOLOGY",118,4,3.558139535,"S",1680,131
"6033",132320,"BIOLOGY",118,0.7,2.325217391,"S",3604,69
"6034",132331,"BIOLOGY",118,1.7,2.54789916,"S",2074,107
"6035",132333,"BIOLOGY",118,2.7,3.052678571,"S",2074,84
"6036",132360,"BIOLOGY",118,4,3.624,"S",2074,103
"6037",132366,"BIOLOGY",118,3,3.259322034,"S",2074,135
"6038",132425,"BIOLOGY",118,2,3.401190476,"S",512,94
"6039",132440,"BIOLOGY",118,4,3.968604651,"S",1680,111
"6040",132470,"BIOLOGY",118,3.7,3.246153846,"S",2074,89
"6041",132476,"BIOLOGY",118,4,3.457407407,"S",2074,107
"6042",132563,"BIOLOGY",118,4,3.407407407,"S",1680,119
"6043",132566,"BIOLOGY",118,3.7,3.56,"S",1680,131
"6044",132580,"BIOLOGY",118,3.3,3.418181818,"S",2074,79
"6045",132587,"BIOLOGY",118,4.4,3.444594595,"S",2074,107
"6046",132590,"BIOLOGY",118,1,2.896875,"S",2074,99
"6047",132632,"BIOLOGY",118,3.3,3.405555556,"S",2074,99
"6048",132707,"BIOLOGY",118,3,2.910576923,"S",2074,84
"6049",132772,"BIOLOGY",118,3,3.078571429,"S",1680,115
"6050",132938,"BIOLOGY",118,4,3.481308411,"S",2074,107
"6051",132939,"BIOLOGY",118,4,3.914814815,"S",1680,115
"6052",133002,"BIOLOGY",118,2.7,3.152380952,"S",1680,127
"6053",133035,"BIOLOGY",118,4,3.784810127,"S",2074,89
"6054",133062,"BIOLOGY",118,3,2.983928571,"S",2074,103
"6055",133087,"BIOLOGY",118,2.7,3.124107143,"S",1680,123
"6056",133157,"BIOLOGY",118,3,3.119230769,"S",2074,103
"6057",133162,"BIOLOGY",118,2,2.528571429,"S",1680,123
"6058",133177,"BIOLOGY",118,3,3.229126214,"S",2074,99
"6059",133197,"BIOLOGY",118,2.7,2.752830189,"S",3604,74
"6060",133200,"BIOLOGY",118,2.7,3.339490446,"S",2074,79
"6061",133208,"BIOLOGY",118,3.7,3.693333333,"S",2074,84
"6062",133216,"BIOLOGY",118,3,3.3,"S",2074,89
"6063",133217,"BIOLOGY",118,4,2.915625,"S",2074,107
"6064",133218,"BIOLOGY",118,4,3.798,"S",512,94
"6065",133284,"BIOLOGY",118,4,3.185714286,"S",1680,115
"6066",133285,"BIOLOGY",118,3,2.955652174,"S",1680,119
"6067",133294,"BIOLOGY",118,4,3.07037037,"S",2074,79
"6068",133318,"BIOLOGY",118,2.3,2.798076923,"S",1680,131
"6069",133407,"BIOLOGY",118,3.4,3.460869565,"S",1680,119
"6070",133412,"BIOLOGY",118,3,3.4,"S",2074,99
"6071",133493,"BIOLOGY",118,1.3,2.592857143,"S",1680,119
"6072",133544,"BIOLOGY",118,4,3.955789474,"S",2074,89
"6073",133576,"BIOLOGY",118,4,3.242307692,"S",2074,79
"6074",133599,"BIOLOGY",118,3.3,3.517241379,"S",1680,123
"6075",133627,"BIOLOGY",118,4,3.572,"S",2074,107
"6076",133637,"BIOLOGY",118,3,2.651612903,"S",1680,111
"6077",133647,"BIOLOGY",118,3.3,3.256410256,"S",2074,79
"6078",133695,"BIOLOGY",118,3,3.35,"S",2074,79
"6079",133704,"BIOLOGY",118,4,3.792,"S",1680,123
"6080",133726,"BIOLOGY",118,4,3.820689655,"S",2074,107
"6081",133738,"BIOLOGY",118,3,2.947311828,"S",1680,119
"6082",133750,"BIOLOGY",118,3,3.06779661,"S",512,94
"6083",133798,"BIOLOGY",118,3.7,3.255208333,"S",2074,84
"6084",133815,"BIOLOGY",118,4,2.948387097,"S",2074,103
"6085",133913,"BIOLOGY",118,3.3,3.306122449,"S",2074,135
"6086",133936,"BIOLOGY",118,3.7,3.349019608,"S",2074,89
"6087",133954,"BIOLOGY",118,4,3.932758621,"S",2074,99
"6088",133959,"BIOLOGY",118,4,3.185,"S",1680,111
"6089",133988,"BIOLOGY",118,4,3.491304348,"S",2074,107
"6090",134006,"BIOLOGY",118,3,3.57752809,"S",1680,119
"6091",134031,"BIOLOGY",118,3.3,3.414634146,"S",2074,103
"6092",134137,"BIOLOGY",118,4,3.846534653,"S",2074,103
"6093",134159,"BIOLOGY",118,3.3,3.432692308,"S",1680,127
"6094",134177,"BIOLOGY",118,4,3.885714286,"S",2074,79
"6095",134212,"BIOLOGY",118,1.3,2.170588235,"S",1680,123
"6096",134267,"BIOLOGY",118,4,3.158333333,"S",1680,127
"6097",134333,"BIOLOGY",118,4,3.576551724,"S",2074,84
"6098",134357,"BIOLOGY",118,4,3.663473054,"S",3604,69
"6099",134361,"BIOLOGY",118,1.7,3.100714286,"S",512,94
"6100",134380,"BIOLOGY",118,2.7,3.27706422,"S",512,94
"6101",134388,"BIOLOGY",118,3.3,3.3,"S",2074,103
"6102",134409,"BIOLOGY",118,3,3.208,"S",2074,79
"6103",134422,"BIOLOGY",118,4,3.721276596,"S",2074,103
"6104",134448,"BIOLOGY",118,2.3,3.884,"S",2074,84
"6105",134460,"BIOLOGY",118,4,3,"S",1680,123
"6106",134574,"BIOLOGY",118,4,3.736263736,"S",2074,79
"6107",134583,"BIOLOGY",118,0.7,2.0975,"S",2074,107
"6108",134585,"BIOLOGY",118,3.7,3.340740741,"S",2074,84
"6109",134622,"BIOLOGY",118,2.3,2.722727273,"S",1680,111
"6110",134642,"BIOLOGY",118,4,3.40625,"S",3604,64
"6111",134661,"BIOLOGY",118,3,2.468478261,"S",1680,127
"6112",134667,"BIOLOGY",118,3.7,3.369565217,"S",1680,111
"6113",134701,"BIOLOGY",118,4.4,3.834653465,"S",1680,111
"6114",134732,"BIOLOGY",118,0.7,2.782894737,"S",1680,123
"6115",134755,"BIOLOGY",118,0.7,3.163366337,"S",1680,115
"6116",134782,"BIOLOGY",118,4,3.145299145,"S",3604,64
"6117",134870,"BIOLOGY",118,3.3,3.44537037,"S",3604,64
"6118",134909,"BIOLOGY",118,3,3.45,"S",1680,123
"6119",134940,"BIOLOGY",118,4,3.368,"S",2074,103
"6120",134946,"BIOLOGY",118,2,2.250549451,"S",1680,123
"6121",134949,"BIOLOGY",118,2.7,2.973953488,"S",3604,74
"6122",134954,"BIOLOGY",118,3.7,3.29875,"S",1680,115
"6123",135034,"BIOLOGY",118,4,3.656521739,"S",1680,131
"6124",135059,"BIOLOGY",118,0.7,2.851282051,"S",2074,107
"6125",135061,"BIOLOGY",118,3,3.133653846,"S",2074,84
"6126",135082,"BIOLOGY",118,4,3.982352941,"S",1680,123
"6127",135094,"BIOLOGY",118,3.7,2.925510204,"S",2074,79
"6128",135095,"BIOLOGY",118,4,3.334782609,"S",2074,89
"6129",135154,"BIOLOGY",118,3,3.039130435,"S",3604,74
"6130",135208,"BIOLOGY",118,2.3,2.285,"S",2074,89
"6131",135255,"BIOLOGY",118,3.3,3.703703704,"S",1680,115
"6132",135278,"BIOLOGY",118,3,2.941666667,"S",2074,79
"6133",135317,"BIOLOGY",118,2.7,2.887341772,"S",3604,74
"6134",135319,"BIOLOGY",118,3.7,3.592307692,"S",1680,123
"6135",135334,"BIOLOGY",118,4,3.628947368,"S",1680,115
"6136",135343,"BIOLOGY",118,4,3.44537037,"S",3604,69
"6137",135353,"BIOLOGY",118,3,2.844,"S",2074,89
"6138",135357,"BIOLOGY",118,2.7,3.369090909,"S",2074,99
"6139",135372,"BIOLOGY",118,4,3.538461538,"S",2074,79
"6140",135374,"BIOLOGY",118,4,3.156140351,"S",3604,69
"6141",135407,"BIOLOGY",118,1.3,2.813461538,"S",3604,69
